estabelecimento_codigo_ibge_municipio,paciente_grupo,n,uf
4313201,Trabalhadores de Saúde,489,RS
4313300,Pessoas com Deficiência,5,RS
4313300,Pessoas de 60 anos ou mais institucionalizadas,25,RS
4313300,Trabalhadores de Saúde,428,RS
4313334,Faixa Etária,7,RS
4313334,Trabalhadores de Saúde,55,RS
4313359,Faixa Etária,77,RS
4313359,Trabalhadores de Saúde,47,RS
4313375,Faixa Etária,40,RS
4313375,Trabalhadores de Saúde,306,RS
4313391,Faixa Etária,16,RS
4313391,Trabalhadores de Saúde,65,RS
4313409,Faixa Etária,7,RS
4313409,Forças de Segurança e Salvamento,4,RS
4313409,Pessoas de 60 anos ou mais institucionalizadas,920,RS
4313409,Trabalhadores da Educação,52,RS
4313409,Trabalhadores de Saúde,2509,RS
4313425,Trabalhadores de Saúde,47,RS
4313441,Trabalhadores de Saúde,25,RS
4313466,Faixa Etária,34,RS
4313466,Trabalhadores de Saúde,37,RS
4313490,Comorbidades,4,RS
4313490,Faixa Etária,42,RS
4313490,Pessoas com Deficiência,4,RS
4313490,Trabalhadores de Saúde,69,RS
4313508,Faixa Etária,23,RS
4313508,Pessoas com Deficiência,32,RS
4313508,Pessoas de 60 anos ou mais institucionalizadas,106,RS
4313508,Povos Indígenas,143,RS
4313508,Trabalhadores de Saúde,924,RS
4313607,Faixa Etária,53,RS
4313607,Trabalhadores de Saúde,102,RS
4313656,Faixa Etária,92,RS
4313656,Trabalhadores de Saúde,188,RS
4313706,Faixa Etária,15,RS
4313706,Pessoas de 60 anos ou mais institucionalizadas,65,RS
4313706,Trabalhadores de Saúde,765,RS
4313805,Faixa Etária,33,RS
4313805,Pessoas com Deficiência,1,RS
4313805,Pessoas de 60 anos ou mais institucionalizadas,15,RS
4313805,Trabalhadores de Saúde,158,RS
4313904,Faixa Etária,1,RS
4313904,Pessoas com Deficiência,1,RS
4313904,Pessoas de 60 anos ou mais institucionalizadas,68,RS
4313904,Trabalhadores de Saúde,249,RS
4313953,Faixa Etária,21,RS
4313953,Pessoas com Deficiência,16,RS
4313953,Trabalhadores de Saúde,184,RS
4314001,Faixa Etária,49,RS
4314001,Trabalhadores de Saúde,125,RS
4314027,Faixa Etária,46,RS
4314027,Pessoas com Deficiência,2,RS
4314027,Pessoas de 60 anos ou mais institucionalizadas,34,RS
4314027,Trabalhadores de Saúde,146,RS
4314035,Pessoas de 60 anos ou mais institucionalizadas,21,RS
4314035,Trabalhadores de Saúde,52,RS
4314050,Faixa Etária,99,RS
4314050,Forças de Segurança e Salvamento,40,RS
4314050,Pessoas com Deficiência,11,RS
4314050,Pessoas de 60 anos ou mais institucionalizadas,108,RS
4314050,Trabalhadores de Saúde,587,RS
4314068,Faixa Etária,45,RS
4314068,Pessoas de 60 anos ou mais institucionalizadas,23,RS
4314068,Trabalhadores de Saúde,60,RS
4314076,Faixa Etária,12,RS
4314076,Pessoas de 60 anos ou mais institucionalizadas,28,RS
4314076,Trabalhadores de Saúde,61,RS
4314100,Comorbidades,1,RS
4314100,Faixa Etária,426,RS
4314100,Forças de Segurança e Salvamento,1,RS
4314100,Pessoas com Deficiência,8,RS
4314100,Pessoas de 60 anos ou mais institucionalizadas,618,RS
4314100,Trabalhadores de Saúde,5334,RS
4314134,Trabalhadores de Saúde,30,RS
4314159,Faixa Etária,7,RS
4314159,Pessoas com Deficiência,6,RS
4314159,Pessoas de 60 anos ou mais institucionalizadas,47,RS
4314159,Trabalhadores de Saúde,83,RS
4314175,Trabalhadores de Saúde,42,RS
4314209,Pessoas de 60 anos ou mais institucionalizadas,24,RS
4314209,Trabalhadores de Saúde,108,RS
4314308,Trabalhadores de Saúde,88,RS
4314407,Pessoas de 60 anos ou mais institucionalizadas,792,RS
4314407,Povos Indígenas,9,RS
4314407,Trabalhadores de Saúde,2646,RS
4314423,Faixa Etária,86,RS
4314423,Forças de Segurança e Salvamento,6,RS
4314423,Pessoas com Deficiência,23,RS
4314423,Pessoas de 60 anos ou mais institucionalizadas,14,RS
4314423,Trabalhadores de Saúde,82,RS
4314456,Faixa Etária,19,RS
4314456,Trabalhadores de Saúde,60,RS
4314464,Trabalhadores de Saúde,39,RS
4314472,Faixa Etária,48,RS
4314472,Trabalhadores de Saúde,77,RS
4314498,Faixa Etária,26,RS
4314498,Trabalhadores de Saúde,57,RS
4314506,Faixa Etária,82,RS
4314506,Pessoas de 60 anos ou mais institucionalizadas,16,RS
4314506,Trabalhadores de Saúde,246,RS
4314548,Faixa Etária,52,RS
4314548,Pessoas de 60 anos ou mais institucionalizadas,10,RS
4314548,Trabalhadores de Saúde,68,RS
4314555,Faixa Etária,35,RS
4314555,Trabalhadores de Saúde,42,RS
4314605,Faixa Etária,43,RS
4314605,Trabalhadores de Saúde,216,RS
4314704,Faixa Etária,91,RS
4314704,Povos Indígenas,237,RS
4314704,Trabalhadores de Saúde,197,RS
4314753,Faixa Etária,30,RS
4314753,Trabalhadores da Educação,1,RS
4314753,Trabalhadores de Saúde,26,RS
4314779,Faixa Etária,33,RS
4314779,Trabalhadores de Saúde,46,RS
4314787,Faixa Etária,22,RS
4314787,Trabalhadores de Saúde,42,RS
4314803,Faixa Etária,193,RS
4314803,Forças de Segurança e Salvamento,11,RS
4314803,Pessoas de 60 anos ou mais institucionalizadas,218,RS
4314803,Trabalhadores de Saúde,196,RS
4314902,Comorbidades,10,RS
4314902,Faixa Etária,2937,RS
4314902,Pessoas com Deficiência,454,RS
4314902,Pessoas de 60 anos ou mais institucionalizadas,4284,RS
4314902,Povos e Comunidades Tradicionais,540,RS
4314902,Povos Indígenas,91,RS
4314902,Trabalhadores da Educação,2,RS
4314902,Trabalhadores de Saúde,18382,RS
4315008,Faixa Etária,1,RS
4315008,Trabalhadores de Saúde,78,RS
4315057,Trabalhadores de Saúde,37,RS
4315073,Trabalhadores de Saúde,17,RS
4315107,Faixa Etária,3,RS
4315107,Trabalhadores de Saúde,137,RS
4315131,Trabalhadores de Saúde,26,RS
4315149,Faixa Etária,20,RS
4315149,Trabalhadores de Saúde,42,RS
4315156,Faixa Etária,64,RS
4315156,Trabalhadores de Saúde,122,RS
4315172,Faixa Etária,36,RS
4315172,Trabalhadores de Saúde,42,RS
4315206,Faixa Etária,50,RS
4315206,Trabalhadores de Saúde,78,RS
4315305,Faixa Etária,32,RS
4315305,Pessoas de 60 anos ou mais institucionalizadas,24,RS
4315305,Trabalhadores de Saúde,297,RS
4315313,Trabalhadores de Saúde,22,RS
4315321,Faixa Etária,35,RS
4315321,Trabalhadores de Saúde,35,RS
4315354,Faixa Etária,21,RS
4315354,Trabalhadores de Saúde,62,RS
4315404,Faixa Etária,9,RS
4315404,Povos Indígenas,70,RS
4315404,Trabalhadores de Saúde,93,RS
4315453,Trabalhadores de Saúde,35,RS
4315503,Faixa Etária,10,RS
4315503,Pessoas de 60 anos ou mais institucionalizadas,27,RS
4315503,Trabalhadores de Saúde,249,RS
4315552,Trabalhadores de Saúde,22,RS
4315602,Comorbidades,2,RS
4315602,Faixa Etária,120,RS
4315602,Funcionário do Sistema de Privação de Liberdade,6,RS
4315602,Pessoas com Deficiência,49,RS
4315602,Pessoas de 60 anos ou mais institucionalizadas,221,RS
4315602,Trabalhadores da Educação,15,RS
4315602,Trabalhadores de Saúde,852,RS
4315701,Pessoas de 60 anos ou mais institucionalizadas,99,RS
4315701,Trabalhadores de Saúde,547,RS
4315750,Faixa Etária,3,RS
4315750,Pessoas de 60 anos ou mais institucionalizadas,31,RS
4315750,Trabalhadores de Saúde,65,RS
4315800,Faixa Etária,11,RS
4315800,Pessoas com Deficiência,1,RS
4315800,Pessoas de 60 anos ou mais institucionalizadas,36,RS
4315800,Trabalhadores de Saúde,159,RS
4315909,Faixa Etária,45,RS
4315909,Trabalhadores de Saúde,142,RS
4315958,Faixa Etária,23,RS
4315958,Trabalhadores de Saúde,38,RS
4316006,Faixa Etária,11,RS
4316006,Pessoas de 60 anos ou mais institucionalizadas,15,RS
4316006,Trabalhadores de Saúde,347,RS
4316105,Faixa Etária,83,RS
4316105,Pessoas com Deficiência,6,RS
4316105,Pessoas de 60 anos ou mais institucionalizadas,18,RS
4316105,Povos Indígenas,361,RS
4316105,Trabalhadores de Saúde,282,RS
4316204,Comorbidades,1,RS
4316204,Faixa Etária,66,RS
4316204,Trabalhadores de Saúde,103,RS
4316303,Faixa Etária,22,RS
4316303,Trabalhadores de Saúde,99,RS
4316402,Trabalhadores de Saúde,14,RS
4316428,Faixa Etária,20,RS
4316428,Forças de Segurança e Salvamento,1,RS
4316428,Trabalhadores de Saúde,60,RS
4316436,Faixa Etária,29,RS
4316436,Pessoas com Deficiência,1,RS
4316436,Pessoas de 60 anos ou mais institucionalizadas,6,RS
4316436,Trabalhadores de Saúde,79,RS
4316451,Faixa Etária,56,RS
4316451,Pessoas de 60 anos ou mais institucionalizadas,39,RS
4316451,Povos Indígenas,147,RS
4316451,Trabalhadores de Saúde,207,RS
4316477,Faixa Etária,38,RS
4316477,Trabalhadores de Saúde,55,RS
4316501,Pessoas de 60 anos ou mais institucionalizadas,21,RS
4316501,Trabalhadores de Saúde,142,RS
4316600,Faixa Etária,37,RS
4316600,Trabalhadores de Saúde,249,RS
4316709,Trabalhadores de Saúde,179,RS
4316733,Faixa Etária,9,RS
4316733,Trabalhadores de Saúde,27,RS
4316758,Pessoas de 60 anos ou mais institucionalizadas,56,RS
4316758,Trabalhadores de Saúde,109,RS
4316808,Faixa Etária,34,RS
4316808,Pessoas de 60 anos ou mais institucionalizadas,620,RS
4316808,População Privada de Liberdade,4,RS
4316808,Trabalhadores da Educação,2,RS
4316808,Trabalhadores de Saúde,3121,RS
4316808,Trabalhadores Industriais,3,RS
4316907,Trabalhadores de Saúde,408,RS
4316956,Faixa Etária,94,RS
4316956,Pessoas com Deficiência,1,RS
4316956,Trabalhadores de Saúde,70,RS
4316972,Faixa Etária,26,RS
4316972,Trabalhadores de Saúde,72,RS
4317004,Pessoas com Deficiência,1,RS
4317004,Pessoas de 60 anos ou mais institucionalizadas,16,RS
4317004,Trabalhadores de Saúde,110,RS
4317103,Trabalhadores de Saúde,1,RS
4317202,Comorbidades,3,RS
4317202,Faixa Etária,199,RS
4317202,Forças de Segurança e Salvamento,6,RS
4317202,Pessoas de 60 anos ou mais institucionalizadas,83,RS
4317202,Trabalhadores da Educação,1,RS
4317202,Trabalhadores de Saúde,763,RS
4317251,Comorbidades,1,RS
4317251,Faixa Etária,46,RS
4317251,Pessoas com Deficiência,1,RS
4317251,Trabalhadores de Saúde,32,RS
4317301,Pessoas de 60 anos ou mais institucionalizadas,68,RS
4317301,Trabalhadores de Saúde,544,RS
4317400,Faixa Etária,565,RS
4317400,Forças de Segurança e Salvamento,16,RS
4317400,Pessoas com Deficiência,16,RS
4317400,Pessoas de 60 anos ou mais institucionalizadas,78,RS
4317400,Trabalhadores de Saúde,1215,RS
4317509,Pessoas de 60 anos ou mais institucionalizadas,198,RS
4317509,Povos Indígenas,12,RS
4317509,Trabalhadores de Saúde,969,RS
4317558,Faixa Etária,32,RS
4317558,Trabalhadores de Saúde,35,RS
4317608,Pessoas com Deficiência,5,RS
4317608,Pessoas de 60 anos ou mais institucionalizadas,154,RS
4317608,Trabalhadores de Saúde,440,RS
4317707,Faixa Etária,29,RS
4317707,Pessoas de 60 anos ou mais institucionalizadas,44,RS
4317707,Trabalhadores de Saúde,164,RS
4317756,Trabalhadores de Saúde,48,RS
4317806,Faixa Etária,69,RS
4317806,Pessoas de 60 anos ou mais institucionalizadas,6,RS
4317806,Trabalhadores de Saúde,106,RS
4317905,Faixa Etária,17,RS
4317905,Trabalhadores de Saúde,304,RS
4317954,Faixa Etária,30,RS
4317954,Trabalhadores de Saúde,65,RS
4318002,Faixa Etária,416,RS
4318002,Forças de Segurança e Salvamento,17,RS
4318002,Pessoas com Deficiência,1,RS
4318002,Pessoas de 60 anos ou mais institucionalizadas,71,RS
4318002,Trabalhadores da Educação,1,RS
4318002,Trabalhadores de Saúde,1118,RS
4318051,Trabalhadores de Saúde,92,RS
4318101,Faixa Etária,146,RS
4318101,Pessoas de 60 anos ou mais institucionalizadas,6,RS
4318101,Trabalhadores de Saúde,311,RS
4318200,Faixa Etária,1,RS
4318200,Trabalhadores de Saúde,383,RS
4318309,Faixa Etária,93,RS
4318309,Pessoas com Deficiência,2,RS
4318309,Pessoas de 60 anos ou mais institucionalizadas,71,RS
4318309,Trabalhadores de Saúde,973,RS
4318408,Faixa Etária,110,RS
4318408,Pessoas com Deficiência,17,RS
4318408,Pessoas de 60 anos ou mais institucionalizadas,96,RS
4318408,Trabalhadores de Saúde,697,RS
4318424,Trabalhadores de Saúde,85,RS
4318432,Faixa Etária,61,RS
4318432,Pessoas de 60 anos ou mais institucionalizadas,33,RS
4318432,Trabalhadores de Saúde,129,RS
4318440,Faixa Etária,24,RS
4318440,Trabalhadores de Saúde,56,RS
4318457,Faixa Etária,8,RS
4318457,Trabalhadores de Saúde,42,RS
4318465,Faixa Etária,14,RS
4318465,Trabalhadores de Saúde,37,RS
4318481,Faixa Etária,40,RS
4318481,Pessoas de 60 anos ou mais institucionalizadas,2,RS
4318481,Trabalhadores de Saúde,57,RS
4318499,Faixa Etária,18,RS
4318499,Trabalhadores de Saúde,35,RS
4318507,Pessoas com Deficiência,8,RS
4318507,Pessoas de 60 anos ou mais institucionalizadas,33,RS
4318507,Trabalhadores de Saúde,374,RS
4318606,Faixa Etária,79,RS
4318606,Trabalhadores de Saúde,164,RS
4318614,Faixa Etária,11,RS
4318614,Pessoas com Deficiência,1,RS
4318614,Pessoas de 60 anos ou mais institucionalizadas,21,RS
4318614,Trabalhadores de Saúde,68,RS
4318622,Trabalhadores de Saúde,26,RS
4318705,Faixa Etária,33,RS
4318705,Pessoas com Deficiência,59,RS
4318705,Pessoas de 60 anos ou mais institucionalizadas,606,RS
4318705,Trabalhadores de Saúde,2184,RS
4318804,Pessoas de 60 anos ou mais institucionalizadas,51,RS
4318804,Trabalhadores de Saúde,339,RS
4318903,Faixa Etária,199,RS
4318903,Forças Armadas (membros ativos),9,RS
4318903,Pessoas de 60 anos ou mais institucionalizadas,68,RS
4318903,Trabalhadores de Saúde,703,RS
4319000,Faixa Etária,111,RS
4319000,Pessoas de 60 anos ou mais institucionalizadas,14,RS
4319000,Trabalhadores de Saúde,417,RS
4319109,Faixa Etária,54,RS
4319109,Trabalhadores de Saúde,125,RS
4319125,Faixa Etária,23,RS
4319125,Pessoas de 60 anos ou mais institucionalizadas,11,RS
4319125,Trabalhadores de Saúde,45,RS
4319158,Povos Indígenas,1,RS
4319158,Trabalhadores de Saúde,22,RS
4319208,Pessoas com Deficiência,4,RS
4319208,Pessoas de 60 anos ou mais institucionalizadas,15,RS
4319208,Trabalhadores de Saúde,75,RS
4319307,Faixa Etária,15,RS
4319307,Trabalhadores de Saúde,109,RS
4319356,Faixa Etária,32,RS
4319356,Trabalhadores de Saúde,49,RS
4319364,Faixa Etária,18,RS
4319364,Trabalhadores de Saúde,47,RS
4319372,Faixa Etária,33,RS
4319372,Trabalhadores de Saúde,51,RS
4319406,Faixa Etária,27,RS
4319406,Pessoas de 60 anos ou mais institucionalizadas,31,RS
4319406,Trabalhadores de Saúde,423,RS
4319505,Pessoas com Deficiência,13,RS
4319505,Pessoas de 60 anos ou mais institucionalizadas,79,RS
4319505,Trabalhadores de Saúde,449,RS
4319604,Faixa Etária,2,RS
4319604,Pessoas de 60 anos ou mais institucionalizadas,2,RS
4319604,Trabalhadores de Saúde,261,RS
4319703,Faixa Etária,23,RS
4319703,Pessoas com Deficiência,13,RS
4319703,Pessoas de 60 anos ou mais institucionalizadas,33,RS
4319703,Trabalhadores de Saúde,124,RS
4319711,Trabalhadores de Saúde,25,RS
4319737,Faixa Etária,2,RS
4319737,Povos Indígenas,763,RS
4319737,Trabalhadores de Saúde,33,RS
4319752,Faixa Etária,12,RS
4319752,Pessoas de 60 anos ou mais institucionalizadas,3,RS
4319752,Trabalhadores de Saúde,48,RS
4320008,Pessoas de 60 anos ou mais institucionalizadas,106,RS
4320008,Trabalhadores de Saúde,375,RS
4320107,Faixa Etária,68,RS
4320107,Pessoas com Deficiência,43,RS
4320107,Pessoas de 60 anos ou mais institucionalizadas,41,RS
4320107,Povos e Comunidades Tradicionais,28,RS
4320107,Trabalhadores de Saúde,363,RS
4320206,Faixa Etária,1,RS
4320206,Pessoas de 60 anos ou mais institucionalizadas,12,RS
4320206,Trabalhadores de Saúde,130,RS
4320230,Pessoas de 60 anos ou mais institucionalizadas,6,RS
4320230,Trabalhadores de Saúde,39,RS
4320263,Trabalhadores de Saúde,104,RS
4320305,Faixa Etária,50,RS
4320305,Pessoas de 60 anos ou mais institucionalizadas,17,RS
4320305,Trabalhadores de Saúde,145,RS
4320321,Comorbidades,6,RS
4320321,Pessoas com Deficiência,3,RS
4320321,Trabalhadores de Saúde,31,RS
4320354,Pessoas de 60 anos ou mais institucionalizadas,48,RS
4320354,Trabalhadores de Saúde,46,RS
4320404,Faixa Etária,155,RS
4320404,Trabalhadores de Saúde,293,RS
4320453,Faixa Etária,35,RS
4320453,Trabalhadores de Saúde,30,RS
4320503,Faixa Etária,75,RS
4320503,Trabalhadores de Saúde,115,RS
4320552,Pessoas com Deficiência,2,RS
4320552,Pessoas de 60 anos ou mais institucionalizadas,32,RS
4320552,Trabalhadores de Saúde,89,RS
4320578,Faixa Etária,28,RS
4320578,Pessoas de 60 anos ou mais institucionalizadas,13,RS
4320578,Trabalhadores de Saúde,42,RS
4320602,Faixa Etária,45,RS
4320602,Trabalhadores de Saúde,69,RS
4320651,Trabalhadores de Saúde,37,RS
4320677,Faixa Etária,26,RS
4320677,Pessoas de 60 anos ou mais institucionalizadas,18,RS
4320677,Trabalhadores de Saúde,125,RS
4320701,Faixa Etária,89,RS
4320701,Pessoas de 60 anos ou mais institucionalizadas,10,RS
4320701,Trabalhadores de Saúde,397,RS
4320800,Faixa Etária,90,RS
4320800,Forças de Segurança e Salvamento,13,RS
4320800,Pessoas de 60 anos ou mais institucionalizadas,45,RS
4320800,Trabalhadores de Saúde,598,RS
4320859,Faixa Etária,33,RS
4320859,Trabalhadores de Saúde,35,RS
4320909,Pessoas de 60 anos ou mais institucionalizadas,32,RS
4320909,Trabalhadores de Saúde,489,RS
4321006,Faixa Etária,52,RS
4321006,Pessoas com Deficiência,4,RS
4321006,Pessoas de 60 anos ou mais institucionalizadas,77,RS
4321006,Trabalhadores de Saúde,240,RS
4321204,Forças de Segurança e Salvamento,8,RS
4321204,Pessoas com Deficiência,15,RS
4321204,Pessoas de 60 anos ou mais institucionalizadas,181,RS
4321204,Trabalhadores de Saúde,516,RS
4321303,Faixa Etária,63,RS
4321303,Pessoas com Deficiência,48,RS
4321303,Pessoas de 60 anos ou mais institucionalizadas,83,RS
4321303,Trabalhadores de Saúde,587,RS
4321329,Faixa Etária,36,RS
4321329,Trabalhadores de Saúde,62,RS
4321352,Faixa Etária,5,RS
4321352,Trabalhadores de Saúde,80,RS
4321402,Povos Indígenas,275,RS
4321402,Trabalhadores de Saúde,431,RS
4321436,Faixa Etária,47,RS
4321436,Pessoas de 60 anos ou mais institucionalizadas,3,RS
4321436,Trabalhadores de Saúde,169,RS
4321451,Faixa Etária,12,RS
4321451,Pessoas com Deficiência,3,RS
4321451,Pessoas de 60 anos ou mais institucionalizadas,59,RS
4321451,Trabalhadores de Saúde,373,RS
4321469,Faixa Etária,22,RS
4321469,Trabalhadores de Saúde,60,RS
4321477,Faixa Etária,29,RS
4321477,Trabalhadores de Saúde,58,RS
4321493,Trabalhadores de Saúde,57,RS
4321501,Faixa Etária,31,RS
4321501,Forças de Segurança e Salvamento,1,RS
4321501,Pessoas de 60 anos ou mais institucionalizadas,46,RS
4321501,Trabalhadores de Saúde,783,RS
4321600,Faixa Etária,27,RS
4321600,Pessoas de 60 anos ou mais institucionalizadas,105,RS
4321600,Trabalhadores de Saúde,815,RS
4321626,Faixa Etária,19,RS
4321626,Trabalhadores de Saúde,30,RS
4321634,Faixa Etária,55,RS
4321634,Trabalhadores de Saúde,62,RS
4321667,Faixa Etária,1,RS
4321667,Pessoas com Deficiência,1,RS
4321667,Pessoas de 60 anos ou mais institucionalizadas,24,RS
4321667,Trabalhadores de Saúde,147,RS
4321808,Faixa Etária,34,RS
4321808,Pessoas de 60 anos ou mais institucionalizadas,40,RS
4321808,Trabalhadores de Saúde,691,RS
4321832,Faixa Etária,10,RS
4321832,Trabalhadores de Saúde,32,RS
4321857,Povos Indígenas,170,RS
4321857,Trabalhadores de Saúde,57,RS
4321907,Faixa Etária,155,RS
4321907,Pessoas com Deficiência,8,RS
4321907,Pessoas de 60 anos ou mais institucionalizadas,143,RS
4321907,Trabalhadores de Saúde,854,RS
4321956,Faixa Etária,18,RS
4321956,Trabalhadores de Saúde,107,RS
4322004,Faixa Etária,85,RS
4322004,Pessoas com Deficiência,4,RS
4322004,Pessoas de 60 anos ou mais institucionalizadas,68,RS
4322004,Trabalhadores de Saúde,504,RS
4322103,Trabalhadores de Saúde,84,RS
4322152,Pessoas de 60 anos ou mais institucionalizadas,7,RS
4322152,Trabalhadores de Saúde,55,RS
4322186,Trabalhadores de Saúde,24,RS
4322202,Faixa Etária,125,RS
4322202,Pessoas com Deficiência,2,RS
4322202,Pessoas de 60 anos ou mais institucionalizadas,17,RS
4322202,Trabalhadores de Saúde,335,RS
4322251,Trabalhadores de Saúde,72,RS
4322301,Trabalhadores de Saúde,53,RS
4322327,Faixa Etária,17,RS
4322327,Trabalhadores de Saúde,82,RS
4322343,Comorbidades,6,RS
4322343,Faixa Etária,20,RS
4322343,Trabalhadores de Saúde,37,RS
4322350,Faixa Etária,10,RS
4322350,Pessoas com Deficiência,7,RS
4322350,Trabalhadores de Saúde,42,RS
4322376,Faixa Etária,67,RS
4322376,Trabalhadores de Saúde,36,RS
4322400,Faixa Etária,395,RS
4322400,Pessoas com Deficiência,34,RS
4322400,Pessoas de 60 anos ou mais institucionalizadas,95,RS
4322400,Trabalhadores de Saúde,1960,RS
4322509,Faixa Etária,4,RS
4322509,Pessoas com Deficiência,1,RS
4322509,Pessoas de 60 anos ou mais institucionalizadas,5,RS
4322509,Trabalhadores de Saúde,227,RS
4322525,Faixa Etária,21,RS
4322525,Trabalhadores de Saúde,43,RS
4322533,Trabalhadores de Saúde,92,RS
4322541,Trabalhadores de Saúde,63,RS
4322558,Trabalhadores de Saúde,35,RS
4322608,Faixa Etária,3,RS
4322608,Funcionário do Sistema de Privação de Liberdade,1,RS
4322608,Pessoas de 60 anos ou mais institucionalizadas,44,RS
4322608,Trabalhadores de Saúde,547,RS
4322707,Faixa Etária,32,RS
4322707,Pessoas de 60 anos ou mais institucionalizadas,66,RS
4322707,Trabalhadores de Saúde,287,RS
4322806,Faixa Etária,159,RS
4322806,Pessoas de 60 anos ou mais institucionalizadas,58,RS
4322806,Trabalhadores de Saúde,567,RS
4322855,Faixa Etária,28,RS
4322855,Trabalhadores de Saúde,14,RS
4322905,Trabalhadores de Saúde,72,RS
4323002,Pessoas com Deficiência,50,RS
4323002,Pessoas de 60 anos ou mais institucionalizadas,249,RS
4323002,Povos e Comunidades Tradicionais,10,RS
4323002,Povos Indígenas,161,RS
4323002,Trabalhadores de Saúde,1003,RS
4323101,Trabalhadores de Saúde,42,RS
4323200,Trabalhadores de Saúde,51,RS
4323309,Faixa Etária,49,RS
4323309,Trabalhadores de Saúde,65,RS
4323358,Trabalhadores de Saúde,45,RS
4323457,Faixa Etária,73,RS
4323457,Trabalhadores de Saúde,100,RS
4323507,Trabalhadores de Saúde,27,RS
4323606,Faixa Etária,3,RS
4323606,Trabalhadores de Saúde,25,RS
4323705,Trabalhadores de Saúde,29,RS
4323754,Trabalhadores de Saúde,35,RS
4323770,Faixa Etária,6,RS
4323770,Trabalhadores de Saúde,40,RS
4323804,Faixa Etária,95,RS
4323804,Pessoas de 60 anos ou mais institucionalizadas,2,RS
4323804,Trabalhadores da Educação,1,RS
4323804,Trabalhadores de Saúde,365,RS
5000203,Trabalhadores de Saúde,144,MS
5000252,Faixa Etária,16,MS
5000252,Trabalhadores de Saúde,64,MS
5000609,Faixa Etária,180,MS
5000609,Funcionário do Sistema de Privação de Liberdade,1,MS
5000609,Pessoas com Deficiência,1,MS
5000609,Pessoas de 60 anos ou mais institucionalizadas,98,MS
5000609,Povos Indígenas,3794,MS
5000609,Trabalhadores de Saúde,612,MS
5000708,Povos Indígenas,107,MS
5000708,Trabalhadores de Saúde,205,MS
5000807,Faixa Etária,34,MS
5000807,Pessoas de 60 anos ou mais institucionalizadas,6,MS
5000807,Trabalhadores de Saúde,138,MS
5000856,Pessoas de 60 anos ou mais institucionalizadas,24,MS
5000856,Trabalhadores de Saúde,222,MS
5000906,Povos Indígenas,576,MS
5000906,Trabalhadores de Saúde,155,MS
5001102,Pessoas de 60 anos ou mais institucionalizadas,28,MS
5001102,Povos Indígenas,798,MS
5001102,Trabalhadores de Saúde,201,MS
5001243,Faixa Etária,28,MS
5001243,Pessoas de 60 anos ou mais institucionalizadas,8,MS
5001243,Trabalhadores de Saúde,132,MS
5001508,Faixa Etária,24,MS
5001508,Pessoas com Deficiência,2,MS
5001508,Trabalhadores de Saúde,158,MS
5001904,Faixa Etária,69,MS
5001904,Pessoas de 60 anos ou mais institucionalizadas,1,MS
5001904,Trabalhadores de Saúde,120,MS
5002001,Pessoas de 60 anos ou mais institucionalizadas,23,MS
5002001,Trabalhadores de Saúde,133,MS
5002100,Faixa Etária,181,MS
5002100,Pessoas de 60 anos ou mais institucionalizadas,18,MS
5002100,Trabalhadores de Saúde,410,MS
5002159,Faixa Etária,28,MS
5002159,Pessoas de 60 anos ou mais institucionalizadas,2,MS
5002159,Trabalhadores de Saúde,179,MS
5002209,Faixa Etária,62,MS
5002209,Pessoas de 60 anos ou mais institucionalizadas,1,MS
5002209,Trabalhadores de Saúde,18,MS
5002308,Faixa Etária,36,MS
5002308,Trabalhadores de Saúde,176,MS
5002407,Faixa Etária,113,MS
5002407,Pessoas de 60 anos ou mais institucionalizadas,25,MS
5002407,Povos Indígenas,1356,MS
5002407,Trabalhadores de Saúde,318,MS
5002704,Faixa Etária,5016,MS
5002704,Pessoas de 60 anos ou mais institucionalizadas,221,MS
5002704,Povos Indígenas,1,MS
5002704,Trabalhadores da Educação,162,MS
5002704,Trabalhadores de Saúde,8794,MS
5002803,Faixa Etária,70,MS
5002803,Pessoas de 60 anos ou mais institucionalizadas,7,MS
5002803,Trabalhadores de Saúde,112,MS
5002902,Faixa Etária,238,MS
5002902,Pessoas de 60 anos ou mais institucionalizadas,120,MS
5002902,Trabalhadores de Saúde,534,MS
5002951,Faixa Etária,42,MS
5002951,Pessoas de 60 anos ou mais institucionalizadas,6,MS
5002951,Trabalhadores de Saúde,594,MS
5003207,Trabalhadores de Saúde,208,MS
5003454,Faixa Etária,49,MS
5003454,Trabalhadores de Saúde,153,MS
5003488,Faixa Etária,56,MS
5003488,Povos Indígenas,2,MS
5003488,Trabalhadores de Saúde,178,MS
5003504,Faixa Etária,120,MS
5003504,Povos Indígenas,271,MS
5003504,Trabalhadores de Saúde,94,MS
5003702,Comorbidades,1,MS
5003702,Faixa Etária,812,MS
5003702,Pessoas de 60 anos ou mais institucionalizadas,38,MS
5003702,Povos Indígenas,1083,MS
5003702,Trabalhadores de Saúde,1197,MS
5003751,Faixa Etária,57,MS
5003751,Pessoas de 60 anos ou mais institucionalizadas,16,MS
5003751,Povos Indígenas,140,MS
5003751,Trabalhadores de Saúde,120,MS
5003801,Faixa Etária,107,MS
5003801,Pessoas de 60 anos ou mais institucionalizadas,56,MS
5003801,Trabalhadores de Saúde,373,MS
5004007,Faixa Etária,149,MS
